,Supplier Name,Name,Supplier Mobile,Company Type,O Address,O City,O Street,O State,O Pincode,Kyc Verified,Gstin,manufacturing_process,manufacturing_sub_process,machine_name,id,Maximum Turning Diameter in mm,Maximum Turning Length in mm,Brand,Quantity (No. of Machines),Bed Size - X in mm,Bed Size - Y in mm,No of Axes,Bed Size - Z in mm,Quantity,Swing over bed in mm(Maximum Diameter),Distance between Centres in mm (Maximum Length),Minimum Drill Diameter in mm,Minimum Drill length in mm,Maximum Drill Diameter in mm,Maximum Drill length in mm,Tonnage,Working Length in mm,Type of Gas used,Minimum cutting thickness in mm,Maximum cutting thickness in mm,Strokes per minute (SPM),Coil Feedeer (Yes/No),Layer Thickness in mm,Accuracy,Minimum Tap size in mm,Maximum Tap length in mm,Maximum Tap size in mm,Minimum Tap length in mm,Minimum Opening in inch,Minimum injection pressure in PSI,Maximum Opening in inch,Maximum shot weight in grams,Machine Orientation,Maximum injection pressure in PSI,Maximum Stroke in inch,Capacity in Tonnage,Actuation Type,Clamping Force,Minimum shot weight in grams,Minimum Stroke in inch,Max MS Thickness (O2) in mm,Max SS Thickness (N2) in mm,Max Brass Thickness in mm,Dual Pallet Changer (Yes/No),Max Aluminium Thickness (N2) in mm,Max MS Thickness (N2) in mm,Max Copper Thickness in mm
66,Alpha Corporation,alphacorps21@gmail.com,918983436163,Manufacturer,"Shop no.5B Sagar complex sahyog nagar,talwade",Pune,Talwade road,Maharashtra ,411062,0,27ALWPS0763K1Z9,CNC Machining,CNC Machining,CNC Turning Lathe,fa71b670-cd0f-4adc-8f7e-21bc6f0b0b8f,250.0,650.0,Micromatic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Precision Auto Products,amanpap@outlook.com,9996696879,Manufacturer And Supplier of Fastener and Auto Components,"785B/22 Amaltas Avenue, Jhang Colony",Rohtak,,Haryana,124001,0,06AASPA4601M1ZP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Ambar Enterprises,ambar@karkhana.io,918286471351,Manufacturer,Jogeshwari,Mumbai,,Maharashtra,400060,0,,CNC Machining,CNC Machining,CNC Turning Lathe,8f89d451-088a-4c63-bf36-d232ba113010,300.0,600.0,Daaewood Puma,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Ambar Enterprises,ambar@karkhana.io,918286471351,Manufacturer,Jogeshwari,Mumbai,,Maharashtra,400060,0,,CNC Machining,CNC Machining,Vertical Milling Centre,180a2cd5-573f-4961-bd6c-b1f246407e56,,,HASS TM3,1,1016.0,508.0,3,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Ambar Auto Industries,ambarautoind@gmail.com,918200634588,Manufacturer,"Survey no.09, Plot no.3A,Shed no.5, Near Punchnath Auto Pvt. Ltd.,Shapar Main Road,Opp. Tiptop Forging, Shapar (veraval), Dist.Rajkot Gujrat 360024",Rajkot,Shapar veraval,Gujrat,360024,0,24FFUPK9204L1ZT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Sattva Aero Accessories & Systems Pvt Ltd,amith.satyanarayankr@aaspl.co.in,+917795688440,Manufacturer,"V54-A, 7th Main, Peenya 2nd Stage, ",Bengaluru,Andarahalli Main Road,karnataka,560058,0,29AAHCA2968D1ZK,CNC Machining,CNC Machining,Vertical Milling Centre,2838226c-0b70-4a16-83c4-6b80675509d7,,,Jyoti,1,1050.0,510.0,4,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sattva Aero Accessories & Systems Pvt Ltd,amith.satyanarayankr@aaspl.co.in,+917795688440,Manufacturer,"V54-A, 7th Main, Peenya 2nd Stage, ",Bengaluru,Andarahalli Main Road,karnataka,560058,0,29AAHCA2968D1ZK,CNC Machining,CNC Machining,Vertical Milling Centre,cbde6263-ea58-451d-b120-27d228043058,,,Jyoti,1,820.0,510.0,3,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Karkhana User,anand@autopressings.com,9900018395,,,,,,,0,,Sheet Metal,Sheet Metal,Hydraulic Press Machine,860f8283-a395-44f0-a0af-538626f32585,,,NA,NA,,,,,,,,,,,,10 to 250,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
74,Karkhana User,anand@autopressings.com,9900018395,,,,,,,0,,Fabrication,Fabrication,CO2,42fb3e69-acf3-4f96-8e8c-851bad71c0d5,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Patel Enigneering & Fabrication,anand@patelmetal.com,919653631408,,,,,,,0,27ALLPP4397H1ZG,Fabrication,Fabrication,CO2,e3054ac8-db35-454a-b796-aa49ceb8491a,,,Mahendra ,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Crown Precision Part Co., Ltd",angela@crown-part.com,8618371168155,Manufacturer,"F1 and F2, Bldg B., Shangnan Jinyuda Industrial Park,",shenzhen,"F1 and F2, Bldg B., Shangnan Jinyuda Industrial Park,, Shangliao Community, Xinqiao Street, Baoan District, Shenzhen, China",Guangdong,518000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,S R Technology,anilbhardwaj@srtechnology.co.in,+919811625398,Manufacturer,"Mustil No. 13, Kila No. 12/1(5-17) ",Gurgaon,"Village : Garrauli Khurd Kadipur Near : Pattaka Chowk, ",HARYANA,122001,0,06ADSFS4563P1Z3,CNC Machining,CNC Machining,Vertical Milling Centre,7a0a0409-bfe7-412f-ab6d-09234db9dd82,,,Nikki,1,1800.0,800.0,3,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,S R Technology,anilbhardwaj@srtechnology.co.in,+919811625398,Manufacturer,"Mustil No. 13, Kila No. 12/1(5-17) ",Gurgaon,"Village : Garrauli Khurd Kadipur Near : Pattaka Chowk, ",HARYANA,122001,0,06ADSFS4563P1Z3,Fabrication,Fabrication,CO2,c7b64d1b-b338-4c54-a494-210ba3de7505,,,Panasonic,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,S R Technology,anilbhardwaj@srtechnology.co.in,+919811625398,Manufacturer,"Mustil No. 13, Kila No. 12/1(5-17) ",Gurgaon,"Village : Garrauli Khurd Kadipur Near : Pattaka Chowk, ",HARYANA,122001,0,06ADSFS4563P1Z3,Sheet Metal,Sheet Metal,Pneumatic Press Machine,1d57274f-111f-466a-9ff5-3fa78302261a,,,Narendra,1,,,,,,,,,,,,110,,,,,20,No,,,,,,,,,,,,,,,,,,,,,,,,,
80,Micromatic Grinding Technologies Pvt Ltd.,ankit.santoshi@micromaticgrinding.com,919315996674,Manufacturer,"C-27 & 28, Meerut Road, Industrial Area",Ghaziabad,Meerut Road,Uttar Pradesh,201003,0,09AAACM9654P1ZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Micromatic Grinding Technologies Pvt Ltd.,ankit.santosi@micromaticgrinding.com,919315996674,,,,,,,0,09AAACM9654P1ZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,MEERA INDUSTRIES,ankitnaik241@gmail.com,919726000241,Manufacturer,"2126, MEERA INDUSTRIES LIMITED, ",SURAT,"ROAD NO 2, GIDC SACHIN",GUJARAT,394230,0,24AAECM7229A1ZV,Sheet Metal,Cutting,Laser Cutting,35992cfe-536c-4fed-8f77-f2aff7175cfa,,,bodor,2,1500.0,3000.0,,,,,,,,,,,,"Oxygen, Nitrogen and Air",0.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,MEERA INDUSTRIES,ankitnaik241@gmail.com,919726000241,Manufacturer,"2126, MEERA INDUSTRIES LIMITED, ",SURAT,"ROAD NO 2, GIDC SACHIN",GUJARAT,394230,0,24AAECM7229A1ZV,Sheet Metal,Sheet Metal,CNC Press Break (Bending),c48809eb-24a5-43b7-9f2f-00ce3cbbac2f,,,AMADA,2,,,,,,,,,,,,30,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,CNC Machining,CNC Machining,Horizontal Milling Centre,dcc95175-cfb0-445e-b625-cb5434506461,,,Mitsubishi,10,1800.0,900.0,4,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,CNC Machining,CNC Machining,Horizontal Milling Centre,6687e497-046c-4fb7-9850-1505366c31f1,,,Mitsubishi,8,1060.0,550.0,4,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,CNC Machining,CNC Machining,Horizontal Milling Centre,644a04cc-d51c-4e88-96e4-84f936362e82,,,Mitsubishi,8,850.0,500.0,4,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,CNC Machining,CNC Machining,Horizontal Milling Centre,6baf4eba-3ba8-4df4-b099-dd1de1475455,,,Fanuc,10,500.0,400.0,3,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,CNC Machining,CNC Machining,Horizontal Milling Centre,833404e0-8f18-44f6-a8af-db163f8430ff,,,Fanuc,8,500.0,400.0,3,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,CNC Machining,CNC Machining,Horizontal Milling Centre,0a3abf69-b789-4277-9ade-4f57dd84c0bc,,,Fanuc,9,520.0,380.0,3,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,CNC Machining,CNC Machining,Horizontal Milling Centre,df71338f-523e-43f3-8f80-bdc30587749d,,,Heidenhain,6,850.0,500.0,5,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,CNC Machining,CNC Machining,Horizontal Milling Centre,e2eb9e62-2d71-4ac8-b670-7d5bf933c885,,,DMG,2,735.0,650.0,5,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,CNC Machining,Turning,Conventional Lathe,06c2dc33-b242-4cee-a7f8-876f5b2c6c81,320.0,1000.0,Chinese Lichuang,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,Sheet Metal,Sheet Metal,CNC Press Break (Bending),6a6a8ec0-a65b-487a-b7c2-28ea5edfd82d,,,Chinese Jiujiang,4,,,,,,,,,,,,2.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,3D Printing,SLA,SLA,35e0145f-70dd-496e-b70d-a22929724761,,,Shanghai Unitech,8,450.0,450.0,,350.0,,,,,,,,,,,,,,,0.03,0.015-0.10 / 100mm,,,,,,,,,,,,,,,,,,,,,,,
95,"Brightstar prototype CNC Co., LTD",ann@bs3dmodel.com,+8619926566592,Manufacturer,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",dongguan,"floor 3, building H, Pingqian international industrial park, Xiaobian, Chang 'an town, Dongguan city, Guangdong, China.",Guangdong,523851,0,91441900MA7L5EUW7K,Vacuum Casting,Vacuum Casting,Vacuum Casting,345acfad-ef9e-4ae4-989c-1689c1b9e610,,,HVST Technology,4,900.0,500.0,,500.0,,,,,,,,,,,,,,,,0.1-0.2 / 100mm,,,,,,,,,,,,,,,,,,,,,,,
96,Bright Engineering ,ansarinuman59@gmail.com,+919029243457,Manufacturer,"H.NO.303, wahida apartment, G-8, ground floor,near zaid primary school, behind sona tailor, deewan shah dargah, bhiwandi 421302",Bhiwandi ,Narpoli road,Maharashtra ,421302,0,27CERPA8278R1ZD,CNC Machining,Turning,Conventional Lathe,6551d4dd-f28d-430f-893c-a7455fb61b08,75.0,200.0,Pride machine ,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,AP ENGINEERING SERVICES,apengineeringservices21@gmail.com,8605061924,Manufacturer,"SR/NO 38/2 ,SHED NO 03, NEAR NANDED CITY MAIN GATE ",PUNE,SINHAGAD ROAD,MAHARASHTRA,411041,0,27CMVPD2789Q1ZV,Fabrication,Fabrication,CO2,12d923f2-3e64-4578-b355-add045048dd4,,,JAY GANESH 400AMP,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,AP ENGINEERING SERVICES,apengineeringservices21@gmail.com,8605061924,Manufacturer,"SR/NO 38/2 ,SHED NO 03, NEAR NANDED CITY MAIN GATE ",PUNE,SINHAGAD ROAD,MAHARASHTRA,411041,0,27CMVPD2789Q1ZV,Fabrication,Fabrication,TIG,d02dbd7f-be4f-48c1-808f-faf297df2278,,,SAI TIG 300AMP,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,AP ENGINEERING SERVICES,apengineeringservices21@gmail.com,8605061924,Manufacturer,"SR/NO 38/2 ,SHED NO 03, NEAR NANDED CITY MAIN GATE ",PUNE,SINHAGAD ROAD,MAHARASHTRA,411041,0,27CMVPD2789Q1ZV,Sheet Metal,Cutting,Laser Cutting,ebb6dbb8-7c2a-45ff-9d3f-912abbc74e64,,,YAWEI,01,1500.0,3000.0,,,,,,,,,,,,"N2, O2",0.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,AP ENGINEERING SERVICES,apengineeringservices21@gmail.com,8605061924,Manufacturer,"SR/NO 38/2 ,SHED NO 03, NEAR NANDED CITY MAIN GATE ",PUNE,SINHAGAD ROAD,MAHARASHTRA,411041,0,27CMVPD2789Q1ZV,Sheet Metal,Sheet Metal,CNC Press Break (Bending),e068feaa-6953-4606-96d7-a06ec2406009,,,YAWEI,01,,,,,,,,,,,,110,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Aptitude Automation,aptitudeautomationindia@gmail.com,919737377731,Manufacturer,"Vavdi L.S. No. 46, Near Falcon Pump,",Rajkot,"Vavdi Industrial Area, Gondal Road",Gujarat,360004,0,24ABTFA802G1Z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Karkhana User,aradhanafrptek@rediffmail.com,8041220405,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Rahul Fabrications,arethiyarahul18@gmail.com,919004729630,Manufacturer,"55 Corporate Avenue, 301/302, Saki Vihar Rd, Tunga Village",Mumbai," Chandivali, Powai",Maharashtra,400072,0,,3D Printing,SLA,SLA,703074eb-1d8d-43b0-bbb4-79f1661b432a,,,Formlabs,3,300.0,300.0,,250.0,,,,,,,,,,,,,,,0.1,0.01,,,,,,,,,,,,,,,,,,,,,,,
104,Rahul Fabrications,arethiyarahul18@gmail.com,919004729630,Manufacturer,"55 Corporate Avenue, 301/302, Saki Vihar Rd, Tunga Village",Mumbai," Chandivali, Powai",Maharashtra,400072,0,,CNC Machining,CNC Machining,Vertical Milling Centre,7bbe2f59-a289-4e02-a695-846b8650e28e,,,Haas VF2,2,800.0,800.0,3,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Rahul Fabrications,arethiyarahul18@gmail.com,919004729630,Manufacturer,"55 Corporate Avenue, 301/302, Saki Vihar Rd, Tunga Village",Mumbai," Chandivali, Powai",Maharashtra,400072,0,,Sheet Metal,Cutting,Laser Cutting,1e82823c-20a6-4dac-b955-2852a812f5a3,,,TruLaser 1030 fiber,2,3000.0,1500.0,,,,,,,,,,,,CO2,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,AR INDUSTRIES,arindustries2k19@gmail.com,9971273353,MANUFACTURING UNIT,MCF 7991 BLOCK E GALI NO 29 SANJAY COLONY,faridabad,,HARYANA,121004,0,06EDQPS2031Q2ZU,Fabrication,Fabrication,CO2,a2266db3-0156-4197-adf4-b67bfba6d18d,,,VIJAY ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,AR INDUSTRIES,arindustries2k19@gmail.com,9971273353,MANUFACTURING UNIT,MCF 7991 BLOCK E GALI NO 29 SANJAY COLONY,faridabad,,HARYANA,121004,0,06EDQPS2031Q2ZU,CNC Machining,Grinding,Cylindrical Grinding,aafc177e-8002-486e-9d6d-611ecc0c0f9c,,,RAMSONS,1,500.0,300.0,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,AR INDUSTRIES,arindustries2k19@gmail.com,9971273353,MANUFACTURING UNIT,MCF 7991 BLOCK E GALI NO 29 SANJAY COLONY,faridabad,,HARYANA,121004,0,06EDQPS2031Q2ZU,CNC Machining,Grinding,Surface Grinding,9237f8e6-9d79-491f-a88e-145a77b731ed,,,RAMSONS,4,500.0,300.0,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,AR INDUSTRIES,arindustries2k19@gmail.com,9971273353,MANUFACTURING UNIT,MCF 7991 BLOCK E GALI NO 29 SANJAY COLONY,faridabad,,HARYANA,121004,0,06EDQPS2031Q2ZU,CNC Machining,Drilling,CNC Drilling Centre,6494259d-b101-4852-9f31-f53cc74a0497,,,HAAS,2,,,,,,,,300.0,300.0,100.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,AR INDUSTRIES,arindustries2k19@gmail.com,9971273353,MANUFACTURING UNIT,MCF 7991 BLOCK E GALI NO 29 SANJAY COLONY,faridabad,,HARYANA,121004,0,06EDQPS2031Q2ZU,CNC Machining,Tapping,Pneumatic Tapping Machine,a23fe0cd-be39-4195-9651-176ba1025b4f,,,TAP MASTER,1,,,,,,,,,,,,,,,,,,,,,5.0,100.0,10.0,2.0,,,,,,,,,,,,,,,,,,,
111,AR INDUSTRIES,arindustries2k19@gmail.com,9971273353,MANUFACTURING UNIT,MCF 7991 BLOCK E GALI NO 29 SANJAY COLONY,faridabad,,HARYANA,121004,0,06EDQPS2031Q2ZU,CNC Machining,Turning,Conventional Lathe,8a8f72a1-f9f1-499f-b5f1-72643378a241,250.0,1000.0,RAMSONS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,AR INDUSTRIES,arindustries2k19@gmail.com,9971273353,MANUFACTURING UNIT,MCF 7991 BLOCK E GALI NO 29 SANJAY COLONY,faridabad,,HARYANA,121004,0,06EDQPS2031Q2ZU,CNC Machining,CNC Machining,Vertical Milling Centre,9f9aa5ac-a71b-4957-b9d4-3209901c02e8,,,HAAS,1,600.0,400.0,3,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,ARISE PRECISION INDUSTRIES,ariseindia@yahoo.com,919970743430,Manufacturer,"unit no-26, building no-1, extn.-2, Raprabha udyog nagar, golani naka",vasai-east,waliv road,MAHARASHTRA,401208,0,27HMTPS1305G1ZO,CNC Machining,Turning,VTL,61e00e7f-50b6-471a-83de-ffad5c7d7b97,165.0,300.0,LMW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,ARISE PRECISION INDUSTRIES,ariseindia@yahoo.com,919970743430,Manufacturer,"unit no-26, building no-1, extn.-2, Raprabha udyog nagar, golani naka",vasai-east,waliv road,MAHARASHTRA,401208,0,27HMTPS1305G1ZO,CNC Machining,CNC Machining,CNC Turning Lathe,69ddb779-bf4a-4045-aafa-6ab84891776c,165.0,300.0,LMW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ARISE PRECISION INDUSTRIES,ariseindia@yahoo.com,919970743430,Manufacturer,"unit no-26, building no-1, extn.-2, Raprabha udyog nagar, golani naka",vasai-east,waliv road,MAHARASHTRA,401208,0,27HMTPS1305G1ZO,CNC Machining,CNC Machining,CNC Turning Lathe,f5cc5295-2aa0-4038-99dc-f497834ca4c3,200.0,500.0,ACE MICROMATIC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Soch3d,arun@soch3d.com,917007226092,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Karkhana User,asbprecitech@gmail.com,9763701652,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,59053688-6631-4b4a-a17e-c21d964822cf,,,BFW,3,1050.0,610.0,3,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Karkhana User,asbprecitech@gmail.com,9763701652,,,,,,,0,,CNC Machining,CNC Machining,Horizontal Milling Centre,3815ba55-3233-47b5-8328-0c4a2d367ef7,,,MITSUI SEIKI,1,800.0,800.0,3,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Karkhana User,asbprecitech@gmail.com,9763701652,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,99f06c86-3a03-46e1-97f0-1a4c76cd43a7,,,Taiwan,1,1100.0,300.0,3,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Karkhana User,asbprecitech@gmail.com,9763701652,,,,,,,0,,CNC Machining,Grinding,Surface Grinding,36d4f56c-c06b-4d91-9745-6a717381ed09,,,WMW German,1,1000.0,320.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Karkhana User,asbprecitech@gmail.com,9763701652,,,,,,,0,,Fabrication,Fabrication,CO2,5d188dc7-78cf-4cd6-a509-16ac18ec79f4,,,Finland,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,SAN Automotive Industries Pvt Ltd,ashok.arora@sanautomotive.com,+919810991873,Manufacturer,"Plot No. 429, Vill. Bhakhari",Faridabad,Badkhal Pali Road Faridabad,Haryana,121001,0,06AAICS3805N1Z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Karkhana User,ashwmedhenterprises@gmail.com,9987102675,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,61cad78e-85c9-4217-bd05-494cdd231874,,,"Metronix, Moreseque",2,1000.0,500.0,3,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Karkhana User,ashwmedhenterprises@gmail.com,9987102675,,,,,,,0,,CNC Machining,CNC Machining,Vertical Milling Centre,d80a0326-e8fd-4073-ab59-3b1a3e7ab8a1,,,lmw,1,1000.0,500.0,4,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,AS TECHNOLOGY,astechnology1988@gmail.com,919812774981,Manufacturer,"Khera Dewat road, near shiv vatika",gurgaon,Bhim nagar chowk,haryana,122001,0,06BDHPK9526J1Z7,CNC Machining,CNC Machining,Vertical Milling Centre,9b52869b-882b-49d3-820f-2c63d4f97dd0,,,LOKESH,1,700.0,550.0,3,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,AS TECHNOLOGY,astechnology1988@gmail.com,919812774981,Manufacturer,"Khera Dewat road, near shiv vatika",gurgaon,Bhim nagar chowk,haryana,122001,0,06BDHPK9526J1Z7,CNC Machining,CNC Machining,Vertical Milling Centre,142be7b0-807f-4ce4-a8e7-751643c58ee8,,,BFW,1,700.0,550.0,3,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
